store,websites,attribute_set,type,category_ids,sku,has_options,name,image,small_image,thumbnail,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,price,weight,status,visibility,tax_class_id,brand,supplier,mode,description,short_description,special_from_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,meta_title,meta_description,custom_design,page_layout,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,special_price,msrp,is_recurring,meta_keyword,custom_layout_update,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to
en,pdc,Default,simple,8,AGNT1140,0,Mebo Scar Ointment 30GM,/c/7/c78a8f517b3674337571c30026ecf28e_2329.png,/c/7/c78a8f517b3674337571c30026ecf28e_2329.png,/c/7/c78a8f517b3674337571c30026ecf28e_2329.png,mebo-scar-ointment-30gm,mebo-scar-ointment-30gm.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Mebo ,JULPHAR DRUG STORE,Normal,AGNT_Mebo Scar Ointment 30GM,Mebo Scar Ointment 30GM,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mebo Scar Ointment 30GM,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1141,0,Medacin 1% Gel 30GM,/c/7/c78a8f517b3674337571c30026ecf28e_2330.png,/c/7/c78a8f517b3674337571c30026ecf28e_2330.png,/c/7/c78a8f517b3674337571c30026ecf28e_2330.png,medacin-1-gel-30gm,medacin-1-gel-30gm.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,AGNT_Medacin 1% Gel 30GM,Medacin 1% Gel 30GM,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Medacin 1% Gel 30GM,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,7,AGNT1144,0,Medela Mini Eletric Breast Pump,/c/7/c78a8f517b3674337571c30026ecf28e_2331.png,/c/7/c78a8f517b3674337571c30026ecf28e_2331.png,/c/7/c78a8f517b3674337571c30026ecf28e_2331.png,medela-mini-eletric-breast-pump,medela-mini-eletric-breast-pump.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Medela ,PHARMA WORLD,Normal,AGNT_Medela Mini Eletric Breast Pump,Medela Mini Eletric Breast Pump,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Medela Mini Eletric Breast Pump,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1146,0,Medijel Gel 15GM,/c/7/c78a8f517b3674337571c30026ecf28e_2332.png,/c/7/c78a8f517b3674337571c30026ecf28e_2332.png,/c/7/c78a8f517b3674337571c30026ecf28e_2332.png,medijel-gel-15gm,medijel-gel-15gm.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,GULF DRUG EST.,Normal,AGNT_Medijel Gel 15GM,Medijel Gel 15GM,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Medijel Gel 15GM,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1149,0,Meiact 200Mg Tablet 20S,/c/7/c78a8f517b3674337571c30026ecf28e_2333.png,/c/7/c78a8f517b3674337571c30026ecf28e_2333.png,/c/7/c78a8f517b3674337571c30026ecf28e_2333.png,meiact-200mg-tablet-20s,meiact-200mg-tablet-20s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,ALPHAMED,Normal,AGNT_Meiact 200Mg Tablet 20S,Meiact 200Mg Tablet 20S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Meiact 200Mg Tablet 20S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1150,0,Melrosum S Syrup 100ML,/c/7/c78a8f517b3674337571c30026ecf28e_2334.png,/c/7/c78a8f517b3674337571c30026ecf28e_2334.png,/c/7/c78a8f517b3674337571c30026ecf28e_2334.png,melrosum-s-syrup-100ml,melrosum-s-syrup-100ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,PHARMA TRADE,Normal,AGNT_Melrosum S Syrup 100ML,Melrosum S Syrup 100ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Melrosum S Syrup 100ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,13,AGNT1151,0,Menopace Plus Tablet 56S,/c/7/c78a8f517b3674337571c30026ecf28e_2335.png,/c/7/c78a8f517b3674337571c30026ecf28e_2335.png,/c/7/c78a8f517b3674337571c30026ecf28e_2335.png,menopace-plus-tablet-56s,menopace-plus-tablet-56s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Menopace ,NEW COUNTRY HEALTHCARE CO. LLC,Normal,AGNT_Menopace Plus Tablet 56S,Menopace Plus Tablet 56S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Menopace Plus Tablet 56S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,13,AGNT1152,0,Menopace Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_2336.png,/c/7/c78a8f517b3674337571c30026ecf28e_2336.png,/c/7/c78a8f517b3674337571c30026ecf28e_2336.png,menopace-tablet-30s,menopace-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Menopace ,NEW COUNTRY HEALTHCARE CO. LLC,Normal,AGNT_Menopace Tablet 30S,Menopace Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Menopace Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1153,0,Metaz Ointment 30GM,/c/7/c78a8f517b3674337571c30026ecf28e_2337.png,/c/7/c78a8f517b3674337571c30026ecf28e_2337.png,/c/7/c78a8f517b3674337571c30026ecf28e_2337.png,metaz-ointment-30gm,metaz-ointment-30gm.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,AGNT_Metaz Ointment 30GM,Metaz Ointment 30GM,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Metaz Ointment 30GM,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1154,0,Metrolag 250Mg Tablet 20S,/c/7/c78a8f517b3674337571c30026ecf28e_2338.png,/c/7/c78a8f517b3674337571c30026ecf28e_2338.png,/c/7/c78a8f517b3674337571c30026ecf28e_2338.png,metrolag-250mg-tablet-20s,metrolag-250mg-tablet-20s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,NEW MEDICAL CENTRE,Normal,AGNT_Metrolag 250Mg Tablet 20S,Metrolag 250Mg Tablet 20S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Metrolag 250Mg Tablet 20S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1155,0,Metrolag 500Mg Tablet 24S,/c/7/c78a8f517b3674337571c30026ecf28e_2339.png,/c/7/c78a8f517b3674337571c30026ecf28e_2339.png,/c/7/c78a8f517b3674337571c30026ecf28e_2339.png,metrolag-500mg-tablet-24s,metrolag-500mg-tablet-24s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,NEW MEDICAL CENTRE,Normal,AGNT_Metrolag 500Mg Tablet 24S,Metrolag 500Mg Tablet 24S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Metrolag 500Mg Tablet 24S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1157,0,Micardis 40Mg Tablet 28S,/c/7/c78a8f517b3674337571c30026ecf28e_2340.png,/c/7/c78a8f517b3674337571c30026ecf28e_2340.png,/c/7/c78a8f517b3674337571c30026ecf28e_2340.png,micardis-40mg-tablet-28s,micardis-40mg-tablet-28s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Micardis ,GULF DRUG EST.,Normal,AGNT_Micardis 40Mg Tablet 28S,Micardis 40Mg Tablet 28S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Micardis 40Mg Tablet 28S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1158,0,Micardis 80Mg Tablet 28S,/c/7/c78a8f517b3674337571c30026ecf28e_2341.png,/c/7/c78a8f517b3674337571c30026ecf28e_2341.png,/c/7/c78a8f517b3674337571c30026ecf28e_2341.png,micardis-80mg-tablet-28s,micardis-80mg-tablet-28s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Micardis ,GULF DRUG EST.,Normal,AGNT_Micardis 80Mg Tablet 28S,Micardis 80Mg Tablet 28S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Micardis 80Mg Tablet 28S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1159,0,Micardis Plus 40/12.5Mg Tablet 28S,/c/7/c78a8f517b3674337571c30026ecf28e_2342.png,/c/7/c78a8f517b3674337571c30026ecf28e_2342.png,/c/7/c78a8f517b3674337571c30026ecf28e_2342.png,micardis-plus-40-12-5mg-tablet-28s,micardis-plus-40-12-5mg-tablet-28s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Micardis ,GULF DRUG EST.,Normal,AGNT_Micardis Plus 40/12.5Mg Tablet 28S,Micardis Plus 40/12.5Mg Tablet 28S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Micardis Plus 40/12.5Mg Tablet 28S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1160,0,Micardis Plus 80/12.5Mg Tablet 28S,/c/7/c78a8f517b3674337571c30026ecf28e_2343.png,/c/7/c78a8f517b3674337571c30026ecf28e_2343.png,/c/7/c78a8f517b3674337571c30026ecf28e_2343.png,micardis-plus-80-12-5mg-tablet-28s,micardis-plus-80-12-5mg-tablet-28s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Micardis ,GULF DRUG EST.,Normal,AGNT_Micardis Plus 80/12.5Mg Tablet 28S,Micardis Plus 80/12.5Mg Tablet 28S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Micardis Plus 80/12.5Mg Tablet 28S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1161,0,Micardis Plus 80/25Mg Tablet 28S,/c/7/c78a8f517b3674337571c30026ecf28e_2344.png,/c/7/c78a8f517b3674337571c30026ecf28e_2344.png,/c/7/c78a8f517b3674337571c30026ecf28e_2344.png,micardis-plus-80-25mg-tablet-28s,micardis-plus-80-25mg-tablet-28s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Micardis ,GULF DRUG EST.,Normal,AGNT_Micardis Plus 80/25Mg Tablet 28S,Micardis Plus 80/25Mg Tablet 28S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Micardis Plus 80/25Mg Tablet 28S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1169,0,Mobic 15Mg Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_2345.png,/c/7/c78a8f517b3674337571c30026ecf28e_2345.png,/c/7/c78a8f517b3674337571c30026ecf28e_2345.png,mobic-15mg-tablet-30s,mobic-15mg-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,GULF DRUG EST.,Normal,AGNT_Mobic 15Mg Tablet 30S,Mobic 15Mg Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mobic 15Mg Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1170,0,Mobilat N Cream 50GM,/c/7/c78a8f517b3674337571c30026ecf28e_2346.png,/c/7/c78a8f517b3674337571c30026ecf28e_2346.png,/c/7/c78a8f517b3674337571c30026ecf28e_2346.png,mobilat-n-cream-50gm,mobilat-n-cream-50gm.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,AGNT_Mobilat N Cream 50GM,Mobilat N Cream 50GM,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mobilat N Cream 50GM,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1171,0,Moduretic 5/50Mg Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_2347.png,/c/7/c78a8f517b3674337571c30026ecf28e_2347.png,/c/7/c78a8f517b3674337571c30026ecf28e_2347.png,moduretic-5-50mg-tablet-30s,moduretic-5-50mg-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,AGNT_Moduretic 5/50Mg Tablet 30S,Moduretic 5/50Mg Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Moduretic 5/50Mg Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1177,0,Motilium Syrup 200ML,/c/7/c78a8f517b3674337571c30026ecf28e_2348.png,/c/7/c78a8f517b3674337571c30026ecf28e_2348.png,/c/7/c78a8f517b3674337571c30026ecf28e_2348.png,motilium-syrup-200ml,motilium-syrup-200ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,AGNT_Motilium Syrup 200ML,Motilium Syrup 200ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Motilium Syrup 200ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1181,0,Movicol Powder 13.8Gm Sachet 20S,/c/7/c78a8f517b3674337571c30026ecf28e_2349.png,/c/7/c78a8f517b3674337571c30026ecf28e_2349.png,/c/7/c78a8f517b3674337571c30026ecf28e_2349.png,movicol-powder-13-8gm-sachet-20s,movicol-powder-13-8gm-sachet-20s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,GULF DRUG EST.,Normal,AGNT_Movicol Powder 13.8Gm Sachet 20S,Movicol Powder 13.8Gm Sachet 20S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Movicol Powder 13.8Gm Sachet 20S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1182,0,Moxal Plus Suspension 100ML,/c/7/c78a8f517b3674337571c30026ecf28e_2350.png,/c/7/c78a8f517b3674337571c30026ecf28e_2350.png,/c/7/c78a8f517b3674337571c30026ecf28e_2350.png,moxal-plus-suspension-100ml,moxal-plus-suspension-100ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,AGNT_Moxal Plus Suspension 100ML,Moxal Plus Suspension 100ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Moxal Plus Suspension 100ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1183,0,Moxal Suspension 200ML,/c/7/c78a8f517b3674337571c30026ecf28e_2351.png,/c/7/c78a8f517b3674337571c30026ecf28e_2351.png,/c/7/c78a8f517b3674337571c30026ecf28e_2351.png,moxal-suspension-200ml,moxal-suspension-200ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,AGNT_Moxal Suspension 200ML,Moxal Suspension 200ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Moxal Suspension 200ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,13,AGNT1195,0,Mr Tumee Vit C Gummies 60S,/c/7/c78a8f517b3674337571c30026ecf28e_2352.png,/c/7/c78a8f517b3674337571c30026ecf28e_2352.png,/c/7/c78a8f517b3674337571c30026ecf28e_2352.png,mr-tumee-vit-c-gummies-60s,mr-tumee-vit-c-gummies-60s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Mr ,AL RAHMA MEDIC,Normal,AGNT_Mr Tumee Vit C Gummies 60S,Mr Tumee Vit C Gummies 60S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mr Tumee Vit C Gummies 60S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1206,0,Mucinex 600Mg Expectorant Tablet 20S,/c/7/c78a8f517b3674337571c30026ecf28e_2353.png,/c/7/c78a8f517b3674337571c30026ecf28e_2353.png,/c/7/c78a8f517b3674337571c30026ecf28e_2353.png,mucinex-600mg-expectorant-tablet-20s,mucinex-600mg-expectorant-tablet-20s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,ALPHAMED,Normal,AGNT_Mucinex 600Mg Expectorant Tablet 20S,Mucinex 600Mg Expectorant Tablet 20S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mucinex 600Mg Expectorant Tablet 20S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1207,0,Mucolyte 8Mg Tablet 20S,/c/7/c78a8f517b3674337571c30026ecf28e_2354.png,/c/7/c78a8f517b3674337571c30026ecf28e_2354.png,/c/7/c78a8f517b3674337571c30026ecf28e_2354.png,mucolyte-8mg-tablet-20s,mucolyte-8mg-tablet-20s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,BestSeller,AGNT_Mucolyte 8Mg Tablet 20S,Mucolyte 8Mg Tablet 20S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mucolyte 8Mg Tablet 20S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1208,0,Mucolyte Syrup 100ML,/c/7/c78a8f517b3674337571c30026ecf28e_2355.png,/c/7/c78a8f517b3674337571c30026ecf28e_2355.png,/c/7/c78a8f517b3674337571c30026ecf28e_2355.png,mucolyte-syrup-100ml,mucolyte-syrup-100ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,AGNT_Mucolyte Syrup 100ML,Mucolyte Syrup 100ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mucolyte Syrup 100ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1209,0,Mucosolvan 30Mg Tablet 20S,/c/7/c78a8f517b3674337571c30026ecf28e_2356.png,/c/7/c78a8f517b3674337571c30026ecf28e_2356.png,/c/7/c78a8f517b3674337571c30026ecf28e_2356.png,mucosolvan-30mg-tablet-20s,mucosolvan-30mg-tablet-20s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,GULF DRUG EST.,Normal,AGNT_Mucosolvan 30Mg Tablet 20S,Mucosolvan 30Mg Tablet 20S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mucosolvan 30Mg Tablet 20S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1210,0,Mucosolvan 30Mg/5Ml Sugar Free Syrup 100ML,/c/7/c78a8f517b3674337571c30026ecf28e_2357.png,/c/7/c78a8f517b3674337571c30026ecf28e_2357.png,/c/7/c78a8f517b3674337571c30026ecf28e_2357.png,mucosolvan-30mg-5ml-sugar-free-syrup-100ml,mucosolvan-30mg-5ml-sugar-free-syrup-100ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,GULF DRUG EST.,Normal,AGNT_Mucosolvan 30Mg/5Ml Sugar Free Syrup 100ML,Mucosolvan 30Mg/5Ml Sugar Free Syrup 100ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mucosolvan 30Mg/5Ml Sugar Free Syrup 100ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1211,0,Mucosolvan L.A 75Mg Capsule 10S,/c/7/c78a8f517b3674337571c30026ecf28e_2358.png,/c/7/c78a8f517b3674337571c30026ecf28e_2358.png,/c/7/c78a8f517b3674337571c30026ecf28e_2358.png,mucosolvan-l-a-75mg-capsule-10s,mucosolvan-l-a-75mg-capsule-10s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,GULF DRUG EST.,Normal,AGNT_Mucosolvan L.A 75Mg Capsule 10S,Mucosolvan L.A 75Mg Capsule 10S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mucosolvan L.A 75Mg Capsule 10S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT1212,0,Mucum Sugar Free Syrup 100ML,/c/7/c78a8f517b3674337571c30026ecf28e_2359.png,/c/7/c78a8f517b3674337571c30026ecf28e_2359.png,/c/7/c78a8f517b3674337571c30026ecf28e_2359.png,mucum-sugar-free-syrup-100ml,mucum-sugar-free-syrup-100ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,AGNT_Mucum Sugar Free Syrup 100ML,Mucum Sugar Free Syrup 100ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mucum Sugar Free Syrup 100ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,9,AGNT1219,0,Mustela Baby Shampoo 200ML,/c/7/c78a8f517b3674337571c30026ecf28e_2360.png,/c/7/c78a8f517b3674337571c30026ecf28e_2360.png,/c/7/c78a8f517b3674337571c30026ecf28e_2360.png,mustela-baby-shampoo-200ml,mustela-baby-shampoo-200ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Mustela ,AL SHABAK GENERAL TRADING,Normal,AGNT_Mustela Baby Shampoo 200ML,Mustela Baby Shampoo 200ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mustela Baby Shampoo 200ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,9,AGNT1220,0,Mustela Bubble Bath 200ML,/c/7/c78a8f517b3674337571c30026ecf28e_2361.png,/c/7/c78a8f517b3674337571c30026ecf28e_2361.png,/c/7/c78a8f517b3674337571c30026ecf28e_2361.png,mustela-bubble-bath-200ml,mustela-bubble-bath-200ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Mustela ,AL SHABAK GENERAL TRADING,Normal,AGNT_Mustela Bubble Bath 200ML,Mustela Bubble Bath 200ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mustela Bubble Bath 200ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,9,AGNT1221,0,Mustela Dermo Cleansing Gel 500ML,/c/7/c78a8f517b3674337571c30026ecf28e_2362.png,/c/7/c78a8f517b3674337571c30026ecf28e_2362.png,/c/7/c78a8f517b3674337571c30026ecf28e_2362.png,mustela-dermo-cleansing-gel-500ml,mustela-dermo-cleansing-gel-500ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Mustela ,AL SHABAK GENERAL TRADING,Normal,AGNT_Mustela Dermo Cleansing Gel 500ML,Mustela Dermo Cleansing Gel 500ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mustela Dermo Cleansing Gel 500ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,9,AGNT1222,0,Mustela Dermo Soothing Wipes 70S,/c/7/c78a8f517b3674337571c30026ecf28e_2363.png,/c/7/c78a8f517b3674337571c30026ecf28e_2363.png,/c/7/c78a8f517b3674337571c30026ecf28e_2363.png,mustela-dermo-soothing-wipes-70s,mustela-dermo-soothing-wipes-70s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Mustela ,AL SHABAK GENERAL TRADING,Normal,AGNT_Mustela Dermo Soothing Wipes 70S,Mustela Dermo Soothing Wipes 70S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mustela Dermo Soothing Wipes 70S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,9,AGNT1223,0,Mustela Facial Cleansing Cloth 25S,/c/7/c78a8f517b3674337571c30026ecf28e_2364.png,/c/7/c78a8f517b3674337571c30026ecf28e_2364.png,/c/7/c78a8f517b3674337571c30026ecf28e_2364.png,mustela-facial-cleansing-cloth-25s,mustela-facial-cleansing-cloth-25s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Mustela ,AL SHABAK GENERAL TRADING,Normal,AGNT_Mustela Facial Cleansing Cloth 25S,Mustela Facial Cleansing Cloth 25S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mustela Facial Cleansing Cloth 25S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,9,AGNT1224,0,Mustela Gentle Soap 150GM,/c/7/c78a8f517b3674337571c30026ecf28e_2365.png,/c/7/c78a8f517b3674337571c30026ecf28e_2365.png,/c/7/c78a8f517b3674337571c30026ecf28e_2365.png,mustela-gentle-soap-150gm,mustela-gentle-soap-150gm.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Mustela ,AL SHABAK GENERAL TRADING,Normal,AGNT_Mustela Gentle Soap 150GM,Mustela Gentle Soap 150GM,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Mustela Gentle Soap 150GM,2,simple,,,,,,,,,,,,,,,,,,,,
