store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,special_price,weight,msrp,status,visibility,tax_class_id,brand,supplier,mode,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,website,_media_image,_media_lable,_media_position,_media_is_disabled,custom_design,page_layout,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,is_recurring
admin,pdc,Default,simple,11,AGNT2548,0,Bioderma Photoderm Max SPF100 Tinted Cream 40ML,,,/agentx.png,/agentx.png,/agentx.png,bioderma-photoderm-max-spf100-tinted-cream-40ml,bioderma-photoderm-max-spf100-tinted-cream-40ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Bioderma ,ALPHAMED,Normal,Bioderma Photoderm Max SPF100 Tinted Cream 40ML,Bioderma Photoderm Max SPF100 Tinted Cream 40ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bioderma Photoderm Max SPF100 Tinted Cream 40ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2550,0,Bioderma Sebium Serum 40ML,,,/agentx.png,/agentx.png,/agentx.png,bioderma-sebium-serum-40ml,bioderma-sebium-serum-40ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Bioderma ,ALPHAMED,Normal,Bioderma Sebium Serum 40ML,Bioderma Sebium Serum 40ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bioderma Sebium Serum 40ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2551,0,Bioderma Sensibio H2O 250ML,,,/agentx.png,/agentx.png,/agentx.png,bioderma-sensibio-h2o-250ml,bioderma-sensibio-h2o-250ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Bioderma ,ALPHAMED,Normal,Bioderma Sensibio H2O 250ML,Bioderma Sensibio H2O 250ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bioderma Sensibio H2O 250ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,13,AGNT2563,0,Becovit Syrup 100ML,,,/agentx.png,/agentx.png,/agentx.png,becovit-syrup-100ml,becovit-syrup-100ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Becovit ,JULPHAR DRUG STORE,Normal,Becovit Syrup 100ML,Becovit Syrup 100ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Becovit Syrup 100ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2571,0,Bepanthen 5% Ointment 30GM,,,/agentx.png,/agentx.png,/agentx.png,bepanthen-5-ointment-30gm,bepanthen-5-ointment-30gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Bepanthen ,ALPHAMED,Normal,Bepanthen 5% Ointment 30GM,Bepanthen 5% Ointment 30GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bepanthen 5% Ointment 30GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,5,AGNT2573,0,Betadine Antiseptic Solution 500ML,,,/agentx.png,/agentx.png,/agentx.png,betadine-antiseptic-solution-500ml,betadine-antiseptic-solution-500ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Betadine ,CITY PHARMACY,Normal,Betadine Antiseptic Solution 500ML,Betadine Antiseptic Solution 500ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betadine Antiseptic Solution 500ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2574,0,Betadine Vaginal Gel 100GM,,,/agentx.png,/agentx.png,/agentx.png,betadine-vaginal-gel-100gm,betadine-vaginal-gel-100gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,Betadine Vaginal Gel 100GM,Betadine Vaginal Gel 100GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betadine Vaginal Gel 100GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2578,0,Betamed Cream 15GM,,,/agentx.png,/agentx.png,/agentx.png,betamed-cream-15gm,betamed-cream-15gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,Betamed Cream 15GM,Betamed Cream 15GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betamed Cream 15GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2579,0,Betamed Ointment 15GM,,,/agentx.png,/agentx.png,/agentx.png,betamed-ointment-15gm,betamed-ointment-15gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,Betamed Ointment 15GM,Betamed Ointment 15GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betamed Ointment 15GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2580,0,Betamed-N Cream 30GM,,,/agentx.png,/agentx.png,/agentx.png,betamed-n-cream-30gm,betamed-n-cream-30gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,Betamed-N Cream 30GM,Betamed-N Cream 30GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betamed-N Cream 30GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT2581,0,Betasept Mouthwash 130ML,,,/agentx.png,/agentx.png,/agentx.png,betasept-mouthwash-130ml,betasept-mouthwash-130ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Betasept ,NEW MEDICAL CENTRE,Normal,Betasept Mouthwash 130ML,Betasept Mouthwash 130ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betasept Mouthwash 130ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2582,0,Betasone 0.1% Cream 15GM,,,/agentx.png,/agentx.png,/agentx.png,betasone-0-1-cream-15gm,betasone-0-1-cream-15gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,Betasone 0.1% Cream 15GM,Betasone 0.1% Cream 15GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betasone 0.1% Cream 15GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2583,0,Betasone 0.1% Ointment 15GM,,,/agentx.png,/agentx.png,/agentx.png,betasone-0-1-ointment-15gm,betasone-0-1-ointment-15gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,Betasone 0.1% Ointment 15GM,Betasone 0.1% Ointment 15GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betasone 0.1% Ointment 15GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2586,0,Betnovate 0.1% Scalp Solution 30ML,,,/agentx.png,/agentx.png,/agentx.png,betnovate-0-1-scalp-solution-30ml,betnovate-0-1-scalp-solution-30ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,Betnovate 0.1% Scalp Solution 30ML,Betnovate 0.1% Scalp Solution 30ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betnovate 0.1% Scalp Solution 30ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2587,0,Betoptic 0.5% Eye Drops 5ML,,,/agentx.png,/agentx.png,/agentx.png,betoptic-0-5-eye-drops-5ml,betoptic-0-5-eye-drops-5ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,Betoptic 0.5% Eye Drops 5ML,Betoptic 0.5% Eye Drops 5ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Betoptic 0.5% Eye Drops 5ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,7,AGNT2590,0,Beurer GL50 Glucometer Black + 25 Strips,,,/agentx.png,/agentx.png,/agentx.png,beurer-gl50-glucometer-black-25-strips,beurer-gl50-glucometer-black-25-strips.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Beurer ,H.W.INTERNATIONAL,Normal,Beurer GL50 Glucometer Black + 25 Strips,Beurer GL50 Glucometer Black + 25 Strips,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Beurer GL50 Glucometer Black + 25 Strips,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,7,AGNT2591,0,Beurer GL50 Glucometer White + 25 Strips,,,/agentx.png,/agentx.png,/agentx.png,beurer-gl50-glucometer-white-25-strips,beurer-gl50-glucometer-white-25-strips.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Beurer ,H.W.INTERNATIONAL,BestSeller,Beurer GL50 Glucometer White + 25 Strips,Beurer GL50 Glucometer White + 25 Strips,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Beurer GL50 Glucometer White + 25 Strips,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,7,AGNT2592,0,Beurer HK115 Heating Pad,,,/agentx.png,/agentx.png,/agentx.png,beurer-hk115-heating-pad,beurer-hk115-heating-pad.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Beurer ,H.W.INTERNATIONAL,Normal,Beurer HK115 Heating Pad,Beurer HK115 Heating Pad,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Beurer HK115 Heating Pad,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,7,AGNT2593,0,Beurer HK35 Heating Pad,,,/agentx.png,/agentx.png,/agentx.png,beurer-hk35-heating-pad,beurer-hk35-heating-pad.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Beurer ,H.W.INTERNATIONAL,Normal,Beurer HK35 Heating Pad,Beurer HK35 Heating Pad,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Beurer HK35 Heating Pad,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,7,AGNT2594,0,Beurer HK49 Heating Pad Abdomen and Back,,,/agentx.png,/agentx.png,/agentx.png,beurer-hk49-heating-pad-abdomen-and-back,beurer-hk49-heating-pad-abdomen-and-back.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Beurer ,H.W.INTERNATIONAL,Normal,Beurer HK49 Heating Pad Abdomen and Back,Beurer HK49 Heating Pad Abdomen and Back,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Beurer HK49 Heating Pad Abdomen and Back,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,7,AGNT2595,0,Beurer HK55 Heating Pad Back and Neck,,,/agentx.png,/agentx.png,/agentx.png,beurer-hk55-heating-pad-back-and-neck,beurer-hk55-heating-pad-back-and-neck.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Beurer ,H.W.INTERNATIONAL,Normal,Beurer HK55 Heating Pad Back and Neck,Beurer HK55 Heating Pad Back and Neck,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Beurer HK55 Heating Pad Back and Neck,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,7,AGNT2596,0,Beurer HK58 Heating Pad Back and Neck,,,/agentx.png,/agentx.png,/agentx.png,beurer-hk58-heating-pad-back-and-neck,beurer-hk58-heating-pad-back-and-neck.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Beurer ,H.W.INTERNATIONAL,Normal,Beurer HK58 Heating Pad Back and Neck,Beurer HK58 Heating Pad Back and Neck,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Beurer HK58 Heating Pad Back and Neck,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2602,0,Bio Oil 125ML,,,/agentx.png,/agentx.png,/agentx.png,bio-oil-125ml,bio-oil-125ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Bio ,SARA TRIDENT,Normal,Bio Oil 125ML,Bio Oil 125ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bio Oil 125ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2603,0,Bio Oil 60ML,,,/agentx.png,/agentx.png,/agentx.png,bio-oil-60ml,bio-oil-60ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Bio ,SARA TRIDENT,Normal,Bio Oil 60ML,Bio Oil 60ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bio Oil 60ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,13,AGNT2605,0,Bio-Kult Infantis Sachet 16S,,,/agentx.png,/agentx.png,/agentx.png,bio-kult-infantis-sachet-16s,bio-kult-infantis-sachet-16s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Bio-Kult ,GULF DRUG EST.,Normal,Bio-Kult Infantis Sachet 16S,Bio-Kult Infantis Sachet 16S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bio-Kult Infantis Sachet 16S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,9,AGNT2614,0,Blemil Plus 3 400GM,,,/agentx.png,/agentx.png,/agentx.png,blemil-plus-3-400gm,blemil-plus-3-400gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Blemil ,NEW COUNTRY HEALTHCARE CO. LLC,Normal,Blemil Plus 3 400GM,Blemil Plus 3 400GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Blemil Plus 3 400GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,9,AGNT2615,0,Blemil Plus 3 800GM,,,/agentx.png,/agentx.png,/agentx.png,blemil-plus-3-800gm,blemil-plus-3-800gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Blemil ,NEW COUNTRY HEALTHCARE CO. LLC,Normal,Blemil Plus 3 800GM,Blemil Plus 3 800GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Blemil Plus 3 800GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2617,0,Blokium 100Mg Tablet 15S,,,/agentx.png,/agentx.png,/agentx.png,blokium-100mg-tablet-15s,blokium-100mg-tablet-15s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,Blokium 100Mg Tablet 15S,Blokium 100Mg Tablet 15S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Blokium 100Mg Tablet 15S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2618,0,Banana Boat Aloe Vera Gel 230GM,,,/agentx.png,/agentx.png,/agentx.png,banana-boat-aloe-vera-gel-230gm,banana-boat-aloe-vera-gel-230gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Banana ,SARA TRIDENT,Normal,Banana Boat Aloe Vera Gel 230GM,Banana Boat Aloe Vera Gel 230GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Banana Boat Aloe Vera Gel 230GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2619,0,Banana Boat Sport Sun Lotion SPF110 90ML,,,/agentx.png,/agentx.png,/agentx.png,banana-boat-sport-sun-lotion-spf110-90ml,banana-boat-sport-sun-lotion-spf110-90ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Banana ,SARA TRIDENT,Normal,Banana Boat Sport Sun Lotion SPF110 90ML,Banana Boat Sport Sun Lotion SPF110 90ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Banana Boat Sport Sun Lotion SPF110 90ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2620,0,Banana Boat Deep Tanning Oil SPF2 236ML,,,/agentx.png,/agentx.png,/agentx.png,banana-boat-deep-tanning-oil-spf2-236ml,banana-boat-deep-tanning-oil-spf2-236ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Banana ,SARA TRIDENT,Normal,Banana Boat Deep Tanning Oil SPF2 236ML,Banana Boat Deep Tanning Oil SPF2 236ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Banana Boat Deep Tanning Oil SPF2 236ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2621,0,Banana Boat Deep Tanning Oil SPF4 236ML,,,/agentx.png,/agentx.png,/agentx.png,banana-boat-deep-tanning-oil-spf4-236ml,banana-boat-deep-tanning-oil-spf4-236ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Banana ,SARA TRIDENT,Normal,Banana Boat Deep Tanning Oil SPF4 236ML,Banana Boat Deep Tanning Oil SPF4 236ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Banana Boat Deep Tanning Oil SPF4 236ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2622,0,Banana Boat Ultra Protect Faces Sun Lotion SPF50 60ML,,,/agentx.png,/agentx.png,/agentx.png,banana-boat-ultra-protect-faces-sun-lotion-spf50-60ml,banana-boat-ultra-protect-faces-sun-lotion-spf50-60ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Banana ,SARA TRIDENT,Normal,Banana Boat Ultra Protect Faces Sun Lotion SPF50 60ML,Banana Boat Ultra Protect Faces Sun Lotion SPF50 60ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Banana Boat Ultra Protect Faces Sun Lotion SPF50 60ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2635,0,Bonnisan Syrup 120ML,,,/agentx.png,/agentx.png,/agentx.png,bonnisan-syrup-120ml,bonnisan-syrup-120ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,SULTAN GROUP HEALTHCARE,Normal,Bonnisan Syrup 120ML,Bonnisan Syrup 120ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bonnisan Syrup 120ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,6,AGNT2640,0,Braun BR710 Satin Hair 7 With Iontec,,,/agentx.png,/agentx.png,/agentx.png,braun-br710-satin-hair-7-with-iontec,braun-br710-satin-hair-7-with-iontec.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Braun ,THE NEW STORE,Normal,Braun BR710 Satin Hair 7 With Iontec,Braun BR710 Satin Hair 7 With Iontec,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Braun BR710 Satin Hair 7 With Iontec,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT2647,0,Braun OB D20.523.1 Trizone 1000 Toothbrush Set,,,/agentx.png,/agentx.png,/agentx.png,braun-ob-d20-523-1-trizone-1000-toothbrush-set,braun-ob-d20-523-1-trizone-1000-toothbrush-set.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Braun ,THE NEW STORE,Normal,Braun OB D20.523.1 Trizone 1000 Toothbrush Set,Braun OB D20.523.1 Trizone 1000 Toothbrush Set,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Braun OB D20.523.1 Trizone 1000 Toothbrush Set,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT2653,0,Braun OB ED17 Oxyjet Toothbrush Head 4S,,,/agentx.png,/agentx.png,/agentx.png,braun-ob-ed17-oxyjet-toothbrush-head-4s,braun-ob-ed17-oxyjet-toothbrush-head-4s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Braun ,THE NEW STORE,Normal,Braun OB ED17 Oxyjet Toothbrush Head 4S,Braun OB ED17 Oxyjet Toothbrush Head 4S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Braun OB ED17 Oxyjet Toothbrush Head 4S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,4,AGNT2654,0,Braun OB OC20.535.3X Professional Care Oxyjet 3000 Toothbrush Set,,,/agentx.png,/agentx.png,/agentx.png,braun-ob-oc20-535-3x-professional-care-oxyjet-3000-toothbrush-set,braun-ob-oc20-535-3x-professional-care-oxyjet-3000-toothbrush-set.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Braun ,THE NEW STORE,Normal,Braun OB OC20.535.3X Professional Care Oxyjet 3000 Toothbrush Set,Braun OB OC20.535.3X Professional Care Oxyjet 3000 Toothbrush Set,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Braun OB OC20.535.3X Professional Care Oxyjet 3000 Toothbrush Set,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,10,AGNT2658,0,Breathe Right Kids Nasal Strip 12S,,,/agentx.png,/agentx.png,/agentx.png,breathe-right-kids-nasal-strip-12s,breathe-right-kids-nasal-strip-12s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Breathe ,ALPHAMED,Normal,Breathe Right Kids Nasal Strip 12S,Breathe Right Kids Nasal Strip 12S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Breathe Right Kids Nasal Strip 12S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2659,0,Brilinta 90Mg Tablet 56S,,,/agentx.png,/agentx.png,/agentx.png,brilinta-90mg-tablet-56s,brilinta-90mg-tablet-56s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,Brilinta 90Mg Tablet 56S,Brilinta 90Mg Tablet 56S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Brilinta 90Mg Tablet 56S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2661,0,Bronchipret Syrup 100ML,,,/agentx.png,/agentx.png,/agentx.png,bronchipret-syrup-100ml,bronchipret-syrup-100ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,DUPHARM,Normal,Bronchipret Syrup 100ML,Bronchipret Syrup 100ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bronchipret Syrup 100ML,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2662,0,Broncho Vaxom Adult Capsule 30S,,,/agentx.png,/agentx.png,/agentx.png,broncho-vaxom-adult-capsule-30s,broncho-vaxom-adult-capsule-30s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,PHARMA TRADE,Normal,Broncho Vaxom Adult Capsule 30S,Broncho Vaxom Adult Capsule 30S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Broncho Vaxom Adult Capsule 30S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2663,0,Broncho Vaxom Child Capsule 30S,,,/agentx.png,/agentx.png,/agentx.png,broncho-vaxom-child-capsule-30s,broncho-vaxom-child-capsule-30s.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,PHARMA TRADE,Normal,Broncho Vaxom Child Capsule 30S,Broncho Vaxom Child Capsule 30S,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Broncho Vaxom Child Capsule 30S,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,11,AGNT2668,0,Bioscreen Ginkolium Cleansing Bar 100GM,,,/agentx.png,/agentx.png,/agentx.png,bioscreen-ginkolium-cleansing-bar-100gm,bioscreen-ginkolium-cleansing-bar-100gm.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,Bioscreen ,AL SHABAK GENERAL TRADING,Normal,Bioscreen Ginkolium Cleansing Bar 100GM,Bioscreen Ginkolium Cleansing Bar 100GM,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Bioscreen Ginkolium Cleansing Bar 100GM,0,simple,,,,,,,,,,,,,,0,
admin,pdc,Default,simple,8,AGNT2682,0,Butalin 2Mg/5Ml Syrup 120ML,,,/agentx.png,/agentx.png,/agentx.png,butalin-2mg-5ml-syrup-120ml,butalin-2mg-5ml-syrup-120ml.html,Product Info Column,,,,,1,,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,Butalin 2Mg/5Ml Syrup 120ML,Butalin 2Mg/5Ml Syrup 120ML,,,,,,,,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Butalin 2Mg/5Ml Syrup 120ML,0,simple,,,,,,,,,,,,,,0,
