"store","websites","attribute_set","type","category_ids","sku","has_options","name","url_key","url_path","options_container","price","weight","status","visibility","tax_class_id","brand","supplier","mode","description","short_description","special_from_date","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","meta_title","meta_description","image","small_image","thumbnail","custom_design","page_layout","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","special_price","msrp","is_recurring","meta_keyword","custom_layout_update","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to"
"admin","pdc","Default","simple","10","592","0","DUREX FETHERLITE ULTRA 12S","durex-fetherlite-ultra-12s","durex-fetherlite-ultra-12s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","DUREX","ALPHAMED","Normal","DUREX FETHERLITE ULTRA 12S","DUREX FETHERLITE ULTRA 12S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DUREX FETHERLITE ULTRA 12S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","10","2291","0","DUREX FETHERLITE ULTRA 3S","durex-fetherlite-ultra-3s","durex-fetherlite-ultra-3s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","DUREX","ALPHAMED","Normal","DUREX FETHERLITE ULTRA 3S","DUREX FETHERLITE ULTRA 3S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DUREX FETHERLITE ULTRA 3S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","10","2955","0","DUREX PLAY 2 IN 1 MASSAGE GEL 200ML","durex-play-2-in-1-massage-gel-200ml","durex-play-2-in-1-massage-gel-200ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","DUREX","ALPHAMED","Normal","DUREX PLAY 2 IN 1 MASSAGE GEL 200ML","DUREX PLAY 2 IN 1 MASSAGE GEL 200ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DUREX PLAY 2 IN 1 MASSAGE GEL 200ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","10","597","0","DUREX PLAY SWEET STRAWBERRY LUBRICANT 50ML","durex-play-sweet-strawberry-lubricant-50ml","durex-play-sweet-strawberry-lubricant-50ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","DUREX","ALPHAMED","Normal","DUREX PLAY SWEET STRAWBERRY LUBRICANT 50ML","DUREX PLAY SWEET STRAWBERRY LUBRICANT 50ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DUREX PLAY SWEET STRAWBERRY LUBRICANT 50ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","10","600","0","DUREX REAL FEEL 10S","durex-real-feel-10s","durex-real-feel-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","DUREX","ALPHAMED","Normal","DUREX REAL FEEL 10S","DUREX REAL FEEL 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DUREX REAL FEEL 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","10","13388","0","DUREX REAL FEEL 3S","durex-real-feel-3s","durex-real-feel-3s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","DUREX REAL FEEL 3S","DUREX REAL FEEL 3S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DUREX REAL FEEL 3S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","604","0","DUSPATALIN RETARD 200MG CAP 30S","duspatalin-retard-200mg-cap-30s","duspatalin-retard-200mg-cap-30s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","DUSPATALIN RETARD 200MG CAP 30S","DUSPATALIN RETARD 200MG CAP 30S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DUSPATALIN RETARD 200MG CAP 30S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","2998","0","ELIDEL 1% CREAM 30GM","elidel-1-cream-30gm","elidel-1-cream-30gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","ELIDEL 1% CREAM 30GM","ELIDEL 1% CREAM 30GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","ELIDEL 1% CREAM 30GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","840","0","GLYCILAX ADULT SUPPO 12S","glycilax-adult-suppo-12s","glycilax-adult-suppo-12s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","GLYCILAX ADULT SUPPO 12S","GLYCILAX ADULT SUPPO 12S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","GLYCILAX ADULT SUPPO 12S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","841","0","GLYCILAX CHILD SUPPO 12S","glycilax-child-suppo-12s","glycilax-child-suppo-12s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","GLYCILAX CHILD SUPPO 12S","GLYCILAX CHILD SUPPO 12S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","GLYCILAX CHILD SUPPO 12S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1433","0","OMACOR 1000MG CAP 28S","omacor-1000mg-cap-28s","omacor-1000mg-cap-28s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","OMACOR 1000MG CAP 28S","OMACOR 1000MG CAP 28S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","OMACOR 1000MG CAP 28S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","13","1770","0","REDOXON ORANGE 1GM EFFER TAB 15S","redoxon-orange-1gm-effer-tab-15s","redoxon-orange-1gm-effer-tab-15s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","Redoxon","ALPHAMED","Normal","REDOXON ORANGE 1GM EFFER TAB 15S","REDOXON ORANGE 1GM EFFER TAB 15S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","REDOXON ORANGE 1GM EFFER TAB 15S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1777","0","RENNIE PEPPERMINT CHEW TAB 96S","rennie-peppermint-chew-tab-96s","rennie-peppermint-chew-tab-96s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","RENNIE PEPPERMINT CHEW TAB 96S","RENNIE PEPPERMINT CHEW TAB 96S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","RENNIE PEPPERMINT CHEW TAB 96S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","4","1824","0","SENSODYNE RAPID ACTION TP 75ML","sensodyne-rapid-action-tp-75ml","sensodyne-rapid-action-tp-75ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","Sensodyne","ALPHAMED","Normal","SENSODYNE RAPID ACTION TP 75ML","SENSODYNE RAPID ACTION TP 75ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","SENSODYNE RAPID ACTION TP 75ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","4","12678","0","SENSODYNE RAPID ACTION TP WHITENING 75ML","sensodyne-rapid-action-tp-whitening-75ml","sensodyne-rapid-action-tp-whitening-75ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","SENSODYNE RAPID ACTION TP WHITENING 75ML","SENSODYNE RAPID ACTION TP WHITENING 75ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","SENSODYNE RAPID ACTION TP WHITENING 75ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","9960","0","TILDIEM 60MG TAB 30S","tildiem-60mg-tab-30s","tildiem-60mg-tab-30s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","TILDIEM 60MG TAB 30S","TILDIEM 60MG TAB 30S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","TILDIEM 60MG TAB 30S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","2157","0","WINEX 400MG CAP 6S","winex-400mg-cap-6s","winex-400mg-cap-6s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","WINEX 400MG CAP 6S","WINEX 400MG CAP 6S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","WINEX 400MG CAP 6S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","8535","0","XATRAL XL 10MG TAB 30S","xatral-xl-10mg-tab-30s","xatral-xl-10mg-tab-30s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ALPHAMED","Normal","XATRAL XL 10MG TAB 30S","XATRAL XL 10MG TAB 30S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","XATRAL XL 10MG TAB 30S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","925","0","JOFLAM 50MG TAB 20S","joflam-50mg-tab-20s","joflam-50mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","AMREET MEDICAL SUPPLIES","BestSeller","JOFLAM 50MG TAB 20S","JOFLAM 50MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","JOFLAM 50MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","931","0","JOINTFLEX PAIN RELIEF CREAM 114GM","jointflex-pain-relief-cream-114gm","jointflex-pain-relief-cream-114gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","AMREET MEDICAL SUPPLIES","BestSeller","JOINTFLEX PAIN RELIEF CREAM 114GM","JOINTFLEX PAIN RELIEF CREAM 114GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","JOINTFLEX PAIN RELIEF CREAM 114GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","13","1123","0","MARNYS PROPOLIS SPRAY 30ML","marnys-propolis-spray-30ml","marnys-propolis-spray-30ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","Marnys","AMREET MEDICAL SUPPLIES","Normal","MARNYS PROPOLIS SPRAY 30ML","MARNYS PROPOLIS SPRAY 30ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MARNYS PROPOLIS SPRAY 30ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4465","0","BIO FREEZE SPRAY 4OZ","bio-freeze-spray-4oz","bio-freeze-spray-4oz.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","AMREET MEDICAL SUPPLIES EST","Normal","BIO FREEZE SPRAY 4OZ","BIO FREEZE SPRAY 4OZ","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","BIO FREEZE SPRAY 4OZ","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","13","7764","0","MYRA E 300IU CAP 30S","myra-e-300iu-cap-30s","myra-e-300iu-cap-30s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","AMREET MEDICAL SUPPLIES EST","Normal","MYRA E 300IU CAP 30S","MYRA E 300IU CAP 30S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MYRA E 300IU CAP 30S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","462","0","CONFIDO TAB 120S","confido-tab-120s","confido-tab-120s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","CONFIDO TAB 120S","CONFIDO TAB 120S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","CONFIDO TAB 120S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","636","0","ENELFA 500MG TAB 20S","enelfa-500mg-tab-20s","enelfa-500mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","ENELFA 500MG TAB 20S","ENELFA 500MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","ENELFA 500MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","961","0","KOFLET SYRUP 100ML","koflet-syrup-100ml","koflet-syrup-100ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","KOFLET SYRUP 100ML","KOFLET SYRUP 100ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","KOFLET SYRUP 100ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1023","0","LIV 52 DS TAB 90S","liv-52-ds-tab-90s","liv-52-ds-tab-90s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","LIV 52 DS TAB 90S","LIV 52 DS TAB 90S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","LIV 52 DS TAB 90S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","3654","0","NEURORUBIN FORTE TAB 20S","neurorubin-forte-tab-20s","neurorubin-forte-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","NEURORUBIN FORTE TAB 20S","NEURORUBIN FORTE TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","NEURORUBIN FORTE TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1428","0","OLFEN 100MG SR CAP 10S","olfen-100mg-sr-cap-10s","olfen-100mg-sr-cap-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","OLFEN 100MG SR CAP 10S","OLFEN 100MG SR CAP 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","OLFEN 100MG SR CAP 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","3726","0","OLFEN GEL 50GM","olfen-gel-50gm","olfen-gel-50gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","OLFEN GEL 50GM","OLFEN GEL 50GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","OLFEN GEL 50GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1653","0","PILEX TAB 60S","pilex-tab-60s","pilex-tab-60s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","PILEX TAB 60S","PILEX TAB 60S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","PILEX TAB 60S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1826","0","SEPTILIN TAB 60S","septilin-tab-60s","septilin-tab-60s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","SEPTILIN TAB 60S","SEPTILIN TAB 60S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","SEPTILIN TAB 60S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","14647","0","TECTALER 10MG TAB 10S","tectaler-10mg-tab-10s","tectaler-10mg-tab-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","TECTALER 10MG TAB 10S","TECTALER 10MG TAB 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","TECTALER 10MG TAB 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4158","0","TENTEX ROYAL CAP 10S","tentex-royal-cap-10s","tentex-royal-cap-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","BestSeller","TENTEX ROYAL CAP 10S","TENTEX ROYAL CAP 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","TENTEX ROYAL CAP 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","162","0","BACTIFLOX 500MG TAB 10S","bactiflox-500mg-tab-10s","bactiflox-500mg-tab-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","BACTIFLOX 500MG TAB 10S","BACTIFLOX 500MG TAB 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","BACTIFLOX 500MG TAB 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","164","0","BANEOCIN POWDER 10GM","baneocin-powder-10gm","baneocin-powder-10gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","BANEOCIN POWDER 10GM","BANEOCIN POWDER 10GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","BANEOCIN POWDER 10GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","500","0","CYSTONE TAB 60S","cystone-tab-60s","cystone-tab-60s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","CYSTONE TAB 60S","CYSTONE TAB 60S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","CYSTONE TAB 60S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","798","0","GASEC 20MG CAP 14S","gasec-20mg-cap-14s","gasec-20mg-cap-14s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","GASEC 20MG CAP 14S","GASEC 20MG CAP 14S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","GASEC 20MG CAP 14S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","14351","0","HIMALAYA KOFLET-H ORANGE FLAVOUR 2X6 LOZENGES","himalaya-koflet-h-orange-flavour-2x6-lozenges","himalaya-koflet-h-orange-flavour-2x6-lozenges.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","HIMALAYA KOFLET-H ORANGE FLAVOUR 2X6 LOZENGES","HIMALAYA KOFLET-H ORANGE FLAVOUR 2X6 LOZENGES","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","HIMALAYA KOFLET-H ORANGE FLAVOUR 2X6 LOZENGES","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1162","0","MIGRANERTON CAP 20S","migranerton-cap-20s","migranerton-cap-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","MIGRANERTON CAP 20S","MIGRANERTON CAP 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MIGRANERTON CAP 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1429","0","OLFEN 50MG LACTAB TAB 20S","olfen-50mg-lactab-tab-20s","olfen-50mg-lactab-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","OLFEN 50MG LACTAB TAB 20S","OLFEN 50MG LACTAB TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","OLFEN 50MG LACTAB TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1430","0","OLFEN 75MG SR TAB 10S","olfen-75mg-sr-tab-10s","olfen-75mg-sr-tab-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","OLFEN 75MG SR TAB 10S","OLFEN 75MG SR TAB 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","OLFEN 75MG SR TAB 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","6780","0","OSPAMOX 1000MG TAB 16S","ospamox-1000mg-tab-16s","ospamox-1000mg-tab-16s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","OSPAMOX 1000MG TAB 16S","OSPAMOX 1000MG TAB 16S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","OSPAMOX 1000MG TAB 16S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","6561","0","SEPTILIN SYRUP 200ML","septilin-syrup-200ml","septilin-syrup-200ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","SEPTILIN SYRUP 200ML","SEPTILIN SYRUP 200ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","SEPTILIN SYRUP 200ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1899","0","SPEMAN DS TAB 120S","speman-ds-tab-120s","speman-ds-tab-120s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","SPEMAN DS TAB 120S","SPEMAN DS TAB 120S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","SPEMAN DS TAB 120S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4293","0","XYLO ACINO 0.05% NASAL SPRAY 10ML","xylo-acino-0-05-nasal-spray-10ml","xylo-acino-0-05-nasal-spray-10ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","XYLO ACINO 0.05% NASAL SPRAY 10ML","XYLO ACINO 0.05% NASAL SPRAY 10ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","XYLO ACINO 0.05% NASAL SPRAY 10ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4294","0","XYLO ACINO 0.1% NASAL SPRAY 10ML","xylo-acino-0-1-nasal-spray-10ml","xylo-acino-0-1-nasal-spray-10ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","ARABIAN ETHICALS","Normal","XYLO ACINO 0.1% NASAL SPRAY 10ML","XYLO ACINO 0.1% NASAL SPRAY 10ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","XYLO ACINO 0.1% NASAL SPRAY 10ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","105","0","APISAL 0.9% EYE NOSE DROPS 15ML","apisal-0-9-eye-nose-drops-15ml","apisal-0-9-eye-nose-drops-15ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","BALSAM DRUG  AND  MEDICAL EQP","BestSeller","APISAL 0.9% EYE NOSE DROPS 15ML","APISAL 0.9% EYE NOSE DROPS 15ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","APISAL 0.9% EYE NOSE DROPS 15ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
